run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	experiment_title	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
SRR12183452	SAMN15486019	SRX8697923	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183452/SRR12183452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/052/SRR12183452/SRR12183452_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/052/SRR12183452	
SRR12183481	SAMN15485729	SRX8697894	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183481/SRR12183481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/081/SRR12183481/SRR12183481_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/081/SRR12183481	
SRR12183458	SAMN15486014	SRX8697917	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and RI Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/058/SRR12183458/SRR12183458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/058/SRR12183458/SRR12183458_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/058/SRR12183458	
SRR12183484	SAMN15485726	SRX8697891	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183484/SRR12183484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/084/SRR12183484/SRR12183484_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/084/SRR12183484	
SRR12183471	SAMN15486002	SRX8697904	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/071/SRR12183471/SRR12183471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/071/SRR12183471/SRR12183471_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/071/SRR12183471	
SRR12183491	SAMN15485720	SRX8697884	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183491/SRR12183491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/091/SRR12183491/SRR12183491_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/091/SRR12183491	
SRR12183473	SAMN15486000	SRX8697902	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BH sample from mesocosm with Lansing soil and Gv Experiment 2. Samples collected 27 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183473/SRR12183473_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/073/SRR12183473/SRR12183473_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/073/SRR12183473	
SRR12183492	SAMN15485719	SRX8697883	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183492/SRR12183492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/092/SRR12183492/SRR12183492_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/092/SRR12183492	
SRR12183476	SAMN15485734	SRX8697899	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183476/SRR12183476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/076/SRR12183476/SRR12183476_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/076/SRR12183476	
SRR12183493	SAMN15485718	SRX8697882	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183493/SRR12183493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/093/SRR12183493/SRR12183493_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/093/SRR12183493	
SRR12183479	SAMN15485731	SRX8697896	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183479/SRR12183479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/079/SRR12183479/SRR12183479_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/079/SRR12183479	
SRR12183496	SAMN15485653	SRX8697879	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183496/SRR12183496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/096/SRR12183496/SRR12183496_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/096/SRR12183496	
SRR12183482	SAMN15485728	SRX8697893	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183482/SRR12183482_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/082/SRR12183482/SRR12183482_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/082/SRR12183482	
SRR12183502	SAMN15485710	SRX8697719	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183502/SRR12183502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/002/SRR12183502/SRR12183502_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/002/SRR12183502	
SRR12183483	SAMN15485727	SRX8697892	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183483/SRR12183483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/083/SRR12183483/SRR12183483_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/083/SRR12183483	
SRR12183505	SAMN15485648	SRX8697870	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183505/SRR12183505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/005/SRR12183505/SRR12183505_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/005/SRR12183505	
SRR12183486	SAMN15485725	SRX8697889	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183486/SRR12183486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/086/SRR12183486/SRR12183486_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/086/SRR12183486	
SRR12183506	SAMN15485845	SRX8697869	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of T0 sample from mesocosm with Lansing soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/006/SRR12183506/SRR12183506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/006/SRR12183506/SRR12183506_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/006/SRR12183506	
SRR12183488	SAMN15485723	SRX8697887	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183488/SRR12183488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/088/SRR12183488/SRR12183488_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/088/SRR12183488	
SRR12183507	SAMN15485844	SRX8697868	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of T0 sample from mesocosm with Lansing soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183507/SRR12183507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/007/SRR12183507/SRR12183507_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/007/SRR12183507	
SRR12183494	SAMN15485717	SRX8697881	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183494/SRR12183494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/094/SRR12183494/SRR12183494_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/094/SRR12183494	
SRR12183511	SAMN15485840	SRX8697864	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183511/SRR12183511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/011/SRR12183511/SRR12183511_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/011/SRR12183511	
SRR12183497	SAMN15485715	SRX8697878	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/097/SRR12183497/SRR12183497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/097/SRR12183497/SRR12183497_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/097/SRR12183497	
SRR12183512	SAMN15485839	SRX8697863	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/012/SRR12183512/SRR12183512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/012/SRR12183512/SRR12183512_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/012/SRR12183512	
SRR12183500	SAMN15485712	SRX8697875	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of RH sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183500/SRR12183500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/000/SRR12183500/SRR12183500_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/000/SRR12183500	
SRR12183515	SAMN15485836	SRX8697860	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183515/SRR12183515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/015/SRR12183515/SRR12183515_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/015/SRR12183515	
SRR12183501	SAMN15485711	SRX8697874	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183501/SRR12183501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/001/SRR12183501/SRR12183501_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/001/SRR12183501	
SRR12183517	SAMN15485835	SRX8697858	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183517/SRR12183517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/017/SRR12183517/SRR12183517_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/017/SRR12183517	
SRR12183503	SAMN15485846	SRX8697872	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of T0 sample from mesocosm with Lansing soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183503/SRR12183503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/003/SRR12183503/SRR12183503_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/003/SRR12183503	
SRR12183518	SAMN15485834	SRX8697857	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183518/SRR12183518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/018/SRR12183518/SRR12183518_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/018/SRR12183518	
SRR12183504	SAMN15485666	SRX8697871	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Pendelton soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183504/SRR12183504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/004/SRR12183504/SRR12183504_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/004/SRR12183504	
SRR12183520	SAMN15485832	SRX8697855	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183520/SRR12183520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/020/SRR12183520/SRR12183520_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/020/SRR12183520	
SRR12183509	SAMN15485842	SRX8697866	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183509/SRR12183509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/009/SRR12183509/SRR12183509_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/009/SRR12183509	
SRR12183526	SAMN15485826	SRX8697849	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183526/SRR12183526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/026/SRR12183526/SRR12183526_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/026/SRR12183526	
SRR12183510	SAMN15485841	SRX8697865	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 45 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183510/SRR12183510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/010/SRR12183510/SRR12183510_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/010/SRR12183510	
SRR12183531	SAMN15485796	SRX8697844	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183531/SRR12183531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/031/SRR12183531/SRR12183531_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/031/SRR12183531	
SRR12183522	SAMN15485830	SRX8697853	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183522/SRR12183522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/022/SRR12183522/SRR12183522_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/022/SRR12183522	
SRR12183537	SAMN15485791	SRX8697838	PRJNA644936	1235509	synthetic metagenome	Illumina MiSeq sequencing: 16S amplicon of MK sample from mesocosm with soil and Experiment 3. Samples collected NA days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/037/SRR12183537/SRR12183537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/037/SRR12183537/SRR12183537_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/037/SRR12183537	
SRR12183523	SAMN15485829	SRX8697852	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183523/SRR12183523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/023/SRR12183523/SRR12183523_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/023/SRR12183523	
SRR12183540	SAMN15485788	SRX8697835	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183540/SRR12183540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/040/SRR12183540/SRR12183540_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/040/SRR12183540	
SRR12183525	SAMN15485827	SRX8697850	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183525/SRR12183525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/025/SRR12183525/SRR12183525_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/025/SRR12183525	
SRR12183544	SAMN15485785	SRX8697831	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183544/SRR12183544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/044/SRR12183544/SRR12183544_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/044/SRR12183544	
SRR12183528	SAMN15485825	SRX8697847	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/028/SRR12183528/SRR12183528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/028/SRR12183528/SRR12183528_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/028/SRR12183528	
SRR12183545	SAMN15485784	SRX8697830	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183545/SRR12183545_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/045/SRR12183545/SRR12183545_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/045/SRR12183545	
SRR12183529	SAMN15485824	SRX8697846	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 35 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183529/SRR12183529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/029/SRR12183529/SRR12183529_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/029/SRR12183529	
SRR12183546	SAMN15485783	SRX8697829	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of CS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 24 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183546/SRR12183546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/046/SRR12183546/SRR12183546_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/046/SRR12183546	
SRR12183532	SAMN15485661	SRX8697843	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Florence soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/032/SRR12183532/SRR12183532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/032/SRR12183532/SRR12183532_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/032/SRR12183532	
SRR12183549	SAMN15485780	SRX8697826	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183549/SRR12183549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/049/SRR12183549/SRR12183549_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/049/SRR12183549	
SRR12183533	SAMN15485795	SRX8697842	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BS sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183533/SRR12183533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/033/SRR12183533/SRR12183533_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/033/SRR12183533	
SRR12183550	SAMN15485779	SRX8697825	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 14 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183550/SRR12183550_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/050/SRR12183550/SRR12183550_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/050/SRR12183550	
SRR12183535	SAMN15485793	SRX8697840	PRJNA644936	410658	soil metagenome	Illumina MiSeq sequencing: 16S amplicon of BP sample from mesocosm with Lansing soil and Gv Experiment 3. Samples collected 65 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183535/SRR12183535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/035/SRR12183535/SRR12183535_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/035/SRR12183535	
SRR12183554	SAMN15485659	SRX8697821	PRJNA644936	939928	rhizosphere metagenome	Illumina MiSeq sequencing: 16S amplicon of RT sample from mesocosm with Lansing soil and Gv Experiment 1. Samples collected 81 days after soil in-growth cores inserted in mesocosm	ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183554/SRR12183554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR121/054/SRR12183554/SRR12183554_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR121/054/SRR12183554	
